year,month,day,date_pk,day_of_the_week,quarter,date
2016,10,11,1098,Tuesday,4,2016-10-11
2016,10,12,1099,Wednesday,4,2016-10-12
2016,10,13,1100,Thursday,4,2016-10-13
2016,10,14,1101,Friday,4,2016-10-14
2016,10,15,1102,Saturday,4,2016-10-15
2016,10,16,1103,Sunday,4,2016-10-16
2016,10,17,1104,Monday,4,2016-10-17
2016,10,18,1105,Tuesday,4,2016-10-18
2016,10,19,1106,Wednesday,4,2016-10-19
2016,10,20,1107,Thursday,4,2016-10-20
2016,10,21,1108,Friday,4,2016-10-21
2016,10,22,1109,Saturday,4,2016-10-22
2016,10,23,1110,Sunday,4,2016-10-23
2016,10,24,1111,Monday,4,2016-10-24
2016,10,25,1112,Tuesday,4,2016-10-25
2016,10,26,1113,Wednesday,4,2016-10-26
2016,10,27,1114,Thursday,4,2016-10-27
2016,10,28,1115,Friday,4,2016-10-28
2016,10,29,1116,Saturday,4,2016-10-29
2016,10,30,1117,Sunday,4,2016-10-30
2016,10,31,1118,Monday,4,2016-10-31
2016,11,01,1119,Tuesday,4,2016-11-01
2016,11,02,1120,Wednesday,4,2016-11-02
2016,11,03,1121,Thursday,4,2016-11-03
2016,11,04,1122,Friday,4,2016-11-04
2016,11,05,1123,Saturday,4,2016-11-05
2016,11,06,1124,Sunday,4,2016-11-06
2016,11,07,1125,Monday,4,2016-11-07
2016,11,08,1126,Tuesday,4,2016-11-08
2016,11,09,1127,Wednesday,4,2016-11-09
2016,11,10,1128,Thursday,4,2016-11-10
2016,11,11,1129,Friday,4,2016-11-11
2016,11,12,1130,Saturday,4,2016-11-12
2016,11,13,1131,Sunday,4,2016-11-13
2016,11,14,1132,Monday,4,2016-11-14
2016,11,15,1133,Tuesday,4,2016-11-15
2016,11,16,1134,Wednesday,4,2016-11-16
2016,11,17,1135,Thursday,4,2016-11-17
2016,11,18,1136,Friday,4,2016-11-18
2016,11,19,1137,Saturday,4,2016-11-19
2016,11,20,1138,Sunday,4,2016-11-20
2016,11,21,1139,Monday,4,2016-11-21
2016,11,22,1140,Tuesday,4,2016-11-22
2016,11,23,1141,Wednesday,4,2016-11-23
2016,11,24,1142,Thursday,4,2016-11-24
2016,11,25,1143,Friday,4,2016-11-25
2016,11,26,1144,Saturday,4,2016-11-26
2016,11,27,1145,Sunday,4,2016-11-27
2016,11,28,1146,Monday,4,2016-11-28
2016,11,29,1147,Tuesday,4,2016-11-29
2016,11,30,1148,Wednesday,4,2016-11-30
2016,12,01,1149,Thursday,4,2016-12-01
2016,12,02,1150,Friday,4,2016-12-02
2016,12,03,1151,Saturday,4,2016-12-03
2016,12,04,1152,Sunday,4,2016-12-04
2016,12,05,1153,Monday,4,2016-12-05
2016,12,06,1154,Tuesday,4,2016-12-06
2016,12,07,1155,Wednesday,4,2016-12-07
2016,12,08,1156,Thursday,4,2016-12-08
2016,12,09,1157,Friday,4,2016-12-09
2016,12,10,1158,Saturday,4,2016-12-10
2016,12,11,1159,Sunday,4,2016-12-11
2016,12,12,1160,Monday,4,2016-12-12
2016,12,13,1161,Tuesday,4,2016-12-13
2016,12,14,1162,Wednesday,4,2016-12-14
2016,12,15,1163,Thursday,4,2016-12-15
2016,12,16,1164,Friday,4,2016-12-16
2016,12,17,1165,Saturday,4,2016-12-17
2016,12,18,1166,Sunday,4,2016-12-18
2016,12,19,1167,Monday,4,2016-12-19
2016,12,20,1168,Tuesday,4,2016-12-20
2016,12,21,1169,Wednesday,4,2016-12-21
2016,12,22,1170,Thursday,4,2016-12-22
2016,12,23,1171,Friday,4,2016-12-23
2016,12,24,1172,Saturday,4,2016-12-24
2016,12,25,1173,Sunday,4,2016-12-25
2016,12,26,1174,Monday,4,2016-12-26
2016,12,27,1175,Tuesday,4,2016-12-27
2016,12,28,1176,Wednesday,4,2016-12-28
2016,12,29,1177,Thursday,4,2016-12-29
2016,12,30,1178,Friday,4,2016-12-30
2016,12,31,1179,Saturday,4,2016-12-31
2017,01,01,1180,Sunday,1,2017-01-01
2017,01,02,1181,Monday,1,2017-01-02
2017,01,03,1182,Tuesday,1,2017-01-03
2017,01,04,1183,Wednesday,1,2017-01-04
2017,01,05,1184,Thursday,1,2017-01-05
2017,01,06,1185,Friday,1,2017-01-06
2017,01,07,1186,Saturday,1,2017-01-07
2017,01,08,1187,Sunday,1,2017-01-08
2017,01,09,1188,Monday,1,2017-01-09
2017,01,10,1189,Tuesday,1,2017-01-10
2017,01,11,1190,Wednesday,1,2017-01-11
2017,01,12,1191,Thursday,1,2017-01-12
2017,01,13,1192,Friday,1,2017-01-13
2017,01,14,1193,Saturday,1,2017-01-14
2017,01,15,1194,Sunday,1,2017-01-15
2017,01,16,1195,Monday,1,2017-01-16
2017,01,17,1196,Tuesday,1,2017-01-17
2017,01,18,1197,Wednesday,1,2017-01-18
2017,01,19,1198,Thursday,1,2017-01-19
2017,01,20,1199,Friday,1,2017-01-20
2017,01,21,1200,Saturday,1,2017-01-21
2017,01,22,1201,Sunday,1,2017-01-22
2017,01,23,1202,Monday,1,2017-01-23
2017,01,25,1203,Wednesday,1,2017-01-25
2017,01,26,1204,Thursday,1,2017-01-26
2017,01,27,1205,Friday,1,2017-01-27
2017,01,28,1206,Saturday,1,2017-01-28
2017,01,29,1207,Sunday,1,2017-01-29
2017,01,30,1208,Monday,1,2017-01-30
2017,01,31,1209,Tuesday,1,2017-01-31
2017,02,01,1210,Wednesday,1,2017-02-01
2017,02,02,1211,Thursday,1,2017-02-02
2017,02,03,1212,Friday,1,2017-02-03
2017,02,04,1213,Saturday,1,2017-02-04
2017,02,05,1214,Sunday,1,2017-02-05
2017,02,06,1215,Monday,1,2017-02-06
2017,02,07,1216,Tuesday,1,2017-02-07
2017,02,08,1217,Wednesday,1,2017-02-08
2017,02,09,1218,Thursday,1,2017-02-09
2017,02,10,1219,Friday,1,2017-02-10
2017,02,11,1220,Saturday,1,2017-02-11
2017,02,12,1221,Sunday,1,2017-02-12
2017,02,13,1222,Monday,1,2017-02-13
2017,02,14,1223,Tuesday,1,2017-02-14
2017,02,15,1224,Wednesday,1,2017-02-15
2017,02,16,1225,Thursday,1,2017-02-16
2017,02,17,1226,Friday,1,2017-02-17
2017,02,18,1227,Saturday,1,2017-02-18
2017,02,19,1228,Sunday,1,2017-02-19
2017,02,20,1229,Monday,1,2017-02-20
2017,02,21,1230,Tuesday,1,2017-02-21
2017,02,22,1231,Wednesday,1,2017-02-22
2017,02,23,1232,Thursday,1,2017-02-23
2017,02,24,1233,Friday,1,2017-02-24
2017,02,25,1234,Saturday,1,2017-02-25
2017,02,26,1235,Sunday,1,2017-02-26
2017,02,27,1236,Monday,1,2017-02-27
2017,02,28,1237,Tuesday,1,2017-02-28
2017,03,01,1238,Wednesday,1,2017-03-01
2017,03,02,1239,Thursday,1,2017-03-02
2017,03,03,1240,Friday,1,2017-03-03
2017,03,04,1241,Saturday,1,2017-03-04
2017,03,05,1242,Sunday,1,2017-03-05
2017,03,06,1243,Monday,1,2017-03-06
2017,03,07,1244,Tuesday,1,2017-03-07
2017,03,08,1245,Wednesday,1,2017-03-08
2017,03,09,1246,Thursday,1,2017-03-09
2017,03,10,1247,Friday,1,2017-03-10
2017,03,11,1248,Saturday,1,2017-03-11
2017,03,12,1249,Sunday,1,2017-03-12
2017,03,13,1250,Monday,1,2017-03-13
2017,03,14,1251,Tuesday,1,2017-03-14
2017,03,15,1252,Wednesday,1,2017-03-15
2017,03,16,1253,Thursday,1,2017-03-16
2017,03,17,1254,Friday,1,2017-03-17
2017,03,18,1255,Saturday,1,2017-03-18
2017,03,19,1256,Sunday,1,2017-03-19
2017,03,20,1257,Monday,1,2017-03-20
2017,03,21,1258,Tuesday,1,2017-03-21
2017,03,22,1259,Wednesday,1,2017-03-22
2017,03,23,1260,Thursday,1,2017-03-23
2017,03,24,1261,Friday,1,2017-03-24
2017,03,25,1262,Saturday,1,2017-03-25
2017,03,26,1263,Sunday,1,2017-03-26
2017,03,27,1264,Monday,1,2017-03-27
2017,03,28,1265,Tuesday,1,2017-03-28
2017,03,29,1266,Wednesday,1,2017-03-29
2017,03,30,1267,Thursday,1,2017-03-30
2017,03,31,1268,Friday,1,2017-03-31
2017,04,01,1269,Saturday,2,2017-04-01
2017,04,02,1270,Sunday,2,2017-04-02
2017,04,03,1271,Monday,2,2017-04-03
2017,04,04,1272,Tuesday,2,2017-04-04
2017,04,05,1273,Wednesday,2,2017-04-05
2017,04,06,1274,Thursday,2,2017-04-06
2017,04,07,1275,Friday,2,2017-04-07
2017,04,08,1276,Saturday,2,2017-04-08
2017,04,09,1277,Sunday,2,2017-04-09
2017,04,10,1278,Monday,2,2017-04-10
2017,04,11,1279,Tuesday,2,2017-04-11
2017,04,12,1280,Wednesday,2,2017-04-12
2017,04,13,1281,Thursday,2,2017-04-13
2017,04,14,1282,Friday,2,2017-04-14
2017,04,15,1283,Saturday,2,2017-04-15
2017,04,16,1284,Sunday,2,2017-04-16
2017,04,17,1285,Monday,2,2017-04-17
2017,04,18,1286,Tuesday,2,2017-04-18
2017,04,19,1287,Wednesday,2,2017-04-19
2017,04,20,1288,Thursday,2,2017-04-20
2017,04,21,1289,Friday,2,2017-04-21
2017,04,22,1290,Saturday,2,2017-04-22
2017,04,23,1291,Sunday,2,2017-04-23
2017,04,24,1292,Monday,2,2017-04-24
2017,04,25,1293,Tuesday,2,2017-04-25
2017,04,26,1294,Wednesday,2,2017-04-26
2017,04,27,1295,Thursday,2,2017-04-27
2017,04,28,1296,Friday,2,2017-04-28
2017,04,29,1297,Saturday,2,2017-04-29
2017,04,30,1298,Sunday,2,2017-04-30
2017,05,01,1299,Monday,2,2017-05-01
2017,05,02,1300,Tuesday,2,2017-05-02
2017,05,03,1301,Wednesday,2,2017-05-03
2017,05,04,1302,Thursday,2,2017-05-04
2017,05,05,1303,Friday,2,2017-05-05
2017,05,06,1304,Saturday,2,2017-05-06
2017,05,07,1305,Sunday,2,2017-05-07
2017,05,08,1306,Monday,2,2017-05-08
2017,05,09,1307,Tuesday,2,2017-05-09
2017,05,10,1308,Wednesday,2,2017-05-10
2017,05,11,1309,Thursday,2,2017-05-11
2017,05,12,1310,Friday,2,2017-05-12
2017,05,13,1311,Saturday,2,2017-05-13
2017,05,14,1312,Sunday,2,2017-05-14
2017,05,15,1313,Monday,2,2017-05-15
2017,05,16,1314,Tuesday,2,2017-05-16
2017,05,17,1315,Wednesday,2,2017-05-17
2017,05,18,1316,Thursday,2,2017-05-18
2017,05,19,1317,Friday,2,2017-05-19
2017,05,20,1318,Saturday,2,2017-05-20
2017,05,21,1319,Sunday,2,2017-05-21
2017,05,22,1320,Monday,2,2017-05-22
2017,05,23,1321,Tuesday,2,2017-05-23
2017,05,24,1322,Wednesday,2,2017-05-24
2017,05,25,1323,Thursday,2,2017-05-25
2017,05,26,1324,Friday,2,2017-05-26
2017,05,27,1325,Saturday,2,2017-05-27
2017,05,28,1326,Sunday,2,2017-05-28
2017,05,29,1327,Monday,2,2017-05-29
2017,05,30,1328,Tuesday,2,2017-05-30
2017,05,31,1329,Wednesday,2,2017-05-31
2017,06,01,1330,Thursday,2,2017-06-01
2017,06,02,1331,Friday,2,2017-06-02
2017,06,03,1332,Saturday,2,2017-06-03
2017,06,04,1333,Sunday,2,2017-06-04
2017,06,05,1334,Monday,2,2017-06-05
2017,06,06,1335,Tuesday,2,2017-06-06
2017,06,07,1336,Wednesday,2,2017-06-07
2017,06,08,1337,Thursday,2,2017-06-08
2017,06,09,1338,Friday,2,2017-06-09
2017,06,10,1339,Saturday,2,2017-06-10
2017,06,11,1340,Sunday,2,2017-06-11
2017,06,12,1341,Monday,2,2017-06-12
2017,06,13,1342,Tuesday,2,2017-06-13
2017,06,14,1343,Wednesday,2,2017-06-14
2017,06,15,1344,Thursday,2,2017-06-15
2017,06,16,1345,Friday,2,2017-06-16
2017,06,17,1346,Saturday,2,2017-06-17
2017,06,18,1347,Sunday,2,2017-06-18
2017,06,19,1348,Monday,2,2017-06-19
2017,06,20,1349,Tuesday,2,2017-06-20
2017,06,21,1350,Wednesday,2,2017-06-21
2017,06,22,1351,Thursday,2,2017-06-22
2017,06,23,1352,Friday,2,2017-06-23
2017,06,24,1353,Saturday,2,2017-06-24
2017,06,25,1354,Sunday,2,2017-06-25
2017,06,26,1355,Monday,2,2017-06-26
2017,06,27,1356,Tuesday,2,2017-06-27
2017,06,28,1357,Wednesday,2,2017-06-28
2017,06,29,1358,Thursday,2,2017-06-29
2017,06,30,1359,Friday,2,2017-06-30
2017,07,01,1360,Saturday,3,2017-07-01
2017,07,02,1361,Sunday,3,2017-07-02
2017,07,03,1362,Monday,3,2017-07-03
2017,07,04,1363,Tuesday,3,2017-07-04
2017,07,05,1364,Wednesday,3,2017-07-05
2017,07,06,1365,Thursday,3,2017-07-06
2017,07,07,1366,Friday,3,2017-07-07
2017,07,08,1367,Saturday,3,2017-07-08
2017,07,09,1368,Sunday,3,2017-07-09
2017,07,10,1369,Monday,3,2017-07-10
2017,07,11,1370,Tuesday,3,2017-07-11
2017,07,12,1371,Wednesday,3,2017-07-12
2017,07,13,1372,Thursday,3,2017-07-13
2017,07,14,1373,Friday,3,2017-07-14
2017,07,15,1374,Saturday,3,2017-07-15
2017,07,16,1375,Sunday,3,2017-07-16
2017,07,17,1376,Monday,3,2017-07-17
2017,07,18,1377,Tuesday,3,2017-07-18
2017,07,19,1378,Wednesday,3,2017-07-19
2017,07,20,1379,Thursday,3,2017-07-20
2017,07,21,1380,Friday,3,2017-07-21
2017,07,22,1381,Saturday,3,2017-07-22
2017,07,23,1382,Sunday,3,2017-07-23
2017,07,24,1383,Monday,3,2017-07-24
2017,07,25,1384,Tuesday,3,2017-07-25
2017,07,26,1385,Wednesday,3,2017-07-26
2017,07,27,1386,Thursday,3,2017-07-27
2017,07,28,1387,Friday,3,2017-07-28
2017,07,29,1388,Saturday,3,2017-07-29
2017,07,30,1389,Sunday,3,2017-07-30
2017,07,31,1390,Monday,3,2017-07-31
2017,08,01,1391,Tuesday,3,2017-08-01
2017,08,02,1392,Wednesday,3,2017-08-02
2017,08,03,1393,Thursday,3,2017-08-03
2017,08,04,1394,Friday,3,2017-08-04
2017,08,05,1395,Saturday,3,2017-08-05
2017,08,06,1396,Sunday,3,2017-08-06
2017,08,07,1397,Monday,3,2017-08-07
2017,08,08,1398,Tuesday,3,2017-08-08
2017,08,09,1399,Wednesday,3,2017-08-09
2017,08,10,1400,Thursday,3,2017-08-10
2017,08,11,1401,Friday,3,2017-08-11
2017,08,12,1402,Saturday,3,2017-08-12
2017,08,13,1403,Sunday,3,2017-08-13
2017,08,14,1404,Monday,3,2017-08-14
2017,08,15,1405,Tuesday,3,2017-08-15
2017,08,16,1406,Wednesday,3,2017-08-16
2017,08,17,1407,Thursday,3,2017-08-17
2017,08,18,1408,Friday,3,2017-08-18
2017,08,19,1409,Saturday,3,2017-08-19
2017,08,20,1410,Sunday,3,2017-08-20
2017,08,21,1411,Monday,3,2017-08-21
2017,08,22,1412,Tuesday,3,2017-08-22
2017,08,23,1413,Wednesday,3,2017-08-23
2017,08,24,1414,Thursday,3,2017-08-24
2017,08,25,1415,Friday,3,2017-08-25
2017,08,26,1416,Saturday,3,2017-08-26
2017,08,27,1417,Sunday,3,2017-08-27
2017,08,28,1418,Monday,3,2017-08-28
2017,08,29,1419,Tuesday,3,2017-08-29
2017,08,30,1420,Wednesday,3,2017-08-30
2017,08,31,1421,Thursday,3,2017-08-31
2017,09,01,1422,Friday,3,2017-09-01
2017,09,02,1423,Saturday,3,2017-09-02
2017,09,03,1424,Sunday,3,2017-09-03
2017,09,04,1425,Monday,3,2017-09-04
2017,09,05,1426,Tuesday,3,2017-09-05
2017,09,06,1427,Wednesday,3,2017-09-06
2017,09,07,1428,Thursday,3,2017-09-07
2017,09,08,1429,Friday,3,2017-09-08
2017,09,09,1430,Saturday,3,2017-09-09
2017,09,10,1431,Sunday,3,2017-09-10
2017,09,11,1432,Monday,3,2017-09-11
2017,09,12,1433,Tuesday,3,2017-09-12
2017,09,13,1434,Wednesday,3,2017-09-13
2017,09,14,1435,Thursday,3,2017-09-14
2017,09,15,1436,Friday,3,2017-09-15
2017,09,16,1437,Saturday,3,2017-09-16
2017,09,17,1438,Sunday,3,2017-09-17
2017,09,18,1439,Monday,3,2017-09-18
2017,09,19,1440,Tuesday,3,2017-09-19
2017,09,20,1441,Wednesday,3,2017-09-20
2017,09,21,1442,Thursday,3,2017-09-21
2017,09,22,1443,Friday,3,2017-09-22
2017,09,23,1444,Saturday,3,2017-09-23
2017,09,24,1445,Sunday,3,2017-09-24
2017,09,25,1446,Monday,3,2017-09-25
2017,09,26,1447,Tuesday,3,2017-09-26
2017,09,27,1448,Wednesday,3,2017-09-27
2017,09,28,1449,Thursday,3,2017-09-28
2017,09,29,1450,Friday,3,2017-09-29
2017,09,30,1451,Saturday,3,2017-09-30
2017,10,01,1452,Sunday,4,2017-10-01
2017,10,02,1453,Monday,4,2017-10-02
2017,10,03,1454,Tuesday,4,2017-10-03
2017,10,04,1455,Wednesday,4,2017-10-04
2017,10,05,1456,Thursday,4,2017-10-05
2017,10,06,1457,Friday,4,2017-10-06
2017,10,07,1458,Saturday,4,2017-10-07
2017,10,08,1459,Sunday,4,2017-10-08
2017,10,09,1460,Monday,4,2017-10-09
2017,10,10,1461,Tuesday,4,2017-10-10
2017,10,11,1462,Wednesday,4,2017-10-11
2017,10,12,1463,Thursday,4,2017-10-12
2017,10,13,1464,Friday,4,2017-10-13
2017,10,14,1465,Saturday,4,2017-10-14
2017,10,15,1466,Sunday,4,2017-10-15
2017,10,16,1467,Monday,4,2017-10-16
2017,10,17,1468,Tuesday,4,2017-10-17
2017,10,18,1469,Wednesday,4,2017-10-18
2017,10,19,1470,Thursday,4,2017-10-19
2017,10,20,1471,Friday,4,2017-10-20
2017,10,21,1472,Saturday,4,2017-10-21
2017,10,22,1473,Sunday,4,2017-10-22
2017,10,23,1474,Monday,4,2017-10-23
2017,10,24,1475,Tuesday,4,2017-10-24
2017,10,25,1476,Wednesday,4,2017-10-25
2017,10,26,1477,Thursday,4,2017-10-26
2017,10,27,1478,Friday,4,2017-10-27
2017,10,28,1479,Saturday,4,2017-10-28
2017,10,29,1480,Sunday,4,2017-10-29
2017,10,30,1481,Monday,4,2017-10-30
2017,10,31,1482,Tuesday,4,2017-10-31
2017,11,01,1483,Wednesday,4,2017-11-01
2017,11,02,1484,Thursday,4,2017-11-02
2017,11,03,1485,Friday,4,2017-11-03
2017,11,04,1486,Saturday,4,2017-11-04
2017,11,05,1487,Sunday,4,2017-11-05
2017,11,06,1488,Monday,4,2017-11-06
2017,11,07,1489,Tuesday,4,2017-11-07
2017,11,08,1490,Wednesday,4,2017-11-08
2017,11,09,1491,Thursday,4,2017-11-09
2017,11,10,1492,Friday,4,2017-11-10
2017,11,11,1493,Saturday,4,2017-11-11
2017,11,12,1494,Sunday,4,2017-11-12
2017,11,13,1495,Monday,4,2017-11-13
2017,11,14,1496,Tuesday,4,2017-11-14
2017,11,15,1497,Wednesday,4,2017-11-15
2017,11,16,1498,Thursday,4,2017-11-16
2017,11,17,1499,Friday,4,2017-11-17
2017,11,18,1500,Saturday,4,2017-11-18
2017,11,19,1501,Sunday,4,2017-11-19
2017,11,20,1502,Monday,4,2017-11-20
2017,11,21,1503,Tuesday,4,2017-11-21
2017,11,22,1504,Wednesday,4,2017-11-22
2017,11,23,1505,Thursday,4,2017-11-23
2017,11,24,1506,Friday,4,2017-11-24
2017,11,25,1507,Saturday,4,2017-11-25
2017,11,26,1508,Sunday,4,2017-11-26
2017,11,27,1509,Monday,4,2017-11-27
2017,11,28,1510,Tuesday,4,2017-11-28
2017,11,29,1511,Wednesday,4,2017-11-29
2017,11,30,1512,Thursday,4,2017-11-30
2017,12,01,1513,Friday,4,2017-12-01
2017,12,02,1514,Saturday,4,2017-12-02
2017,12,03,1515,Sunday,4,2017-12-03
2017,12,04,1516,Monday,4,2017-12-04
2017,12,05,1517,Tuesday,4,2017-12-05
2017,12,06,1518,Wednesday,4,2017-12-06
2017,12,07,1519,Thursday,4,2017-12-07
2017,12,08,1520,Friday,4,2017-12-08
2017,12,09,1521,Saturday,4,2017-12-09
2017,12,10,1522,Sunday,4,2017-12-10
2017,12,11,1523,Monday,4,2017-12-11
2017,12,12,1524,Tuesday,4,2017-12-12
2017,12,13,1525,Wednesday,4,2017-12-13
2017,12,14,1526,Thursday,4,2017-12-14
2017,12,15,1527,Friday,4,2017-12-15
2017,12,16,1528,Saturday,4,2017-12-16
2017,12,17,1529,Sunday,4,2017-12-17
2017,12,18,1530,Monday,4,2017-12-18
2017,12,19,1531,Tuesday,4,2017-12-19
2017,12,20,1532,Wednesday,4,2017-12-20
2017,12,21,1533,Thursday,4,2017-12-21
2017,12,22,1534,Friday,4,2017-12-22
2017,12,23,1535,Saturday,4,2017-12-23
2017,12,24,1536,Sunday,4,2017-12-24
2017,12,25,1537,Monday,4,2017-12-25
2017,12,26,1538,Tuesday,4,2017-12-26
2017,12,27,1539,Wednesday,4,2017-12-27
2017,12,28,1540,Thursday,4,2017-12-28
2017,12,29,1541,Friday,4,2017-12-29
2017,12,30,1542,Saturday,4,2017-12-30
2017,12,31,1543,Sunday,4,2017-12-31
2018,01,01,1544,Monday,1,2018-01-01
2018,01,02,1545,Tuesday,1,2018-01-02
2018,01,03,1546,Wednesday,1,2018-01-03
2018,01,04,1547,Thursday,1,2018-01-04
2018,01,05,1548,Friday,1,2018-01-05
2018,01,06,1549,Saturday,1,2018-01-06
2018,01,07,1550,Sunday,1,2018-01-07
2018,01,08,1551,Monday,1,2018-01-08
2018,01,09,1552,Tuesday,1,2018-01-09
2018,01,10,1553,Wednesday,1,2018-01-10
2018,01,11,1554,Thursday,1,2018-01-11
2018,01,12,1555,Friday,1,2018-01-12
2018,01,13,1556,Saturday,1,2018-01-13
2018,01,14,1557,Sunday,1,2018-01-14
2018,01,15,1558,Monday,1,2018-01-15
2018,01,16,1559,Tuesday,1,2018-01-16
2018,01,17,1560,Wednesday,1,2018-01-17
2018,01,18,1561,Thursday,1,2018-01-18
2018,01,19,1562,Friday,1,2018-01-19
2018,01,20,1563,Saturday,1,2018-01-20
2018,01,21,1564,Sunday,1,2018-01-21
2018,01,22,1565,Monday,1,2018-01-22
2018,01,23,1566,Tuesday,1,2018-01-23
2018,01,24,1567,Wednesday,1,2018-01-24
2018,01,25,1568,Thursday,1,2018-01-25
2018,01,26,1569,Friday,1,2018-01-26
2018,01,27,1570,Saturday,1,2018-01-27
2018,01,28,1571,Sunday,1,2018-01-28
2018,01,29,1572,Monday,1,2018-01-29
2018,01,30,1573,Tuesday,1,2018-01-30
2018,01,31,1574,Wednesday,1,2018-01-31
2018,02,01,1575,Thursday,1,2018-02-01
2018,02,02,1576,Friday,1,2018-02-02
2018,02,03,1577,Saturday,1,2018-02-03
2018,02,04,1578,Sunday,1,2018-02-04
2018,02,05,1579,Monday,1,2018-02-05
2018,02,06,1580,Tuesday,1,2018-02-06
2018,02,07,1581,Wednesday,1,2018-02-07
2018,02,08,1582,Thursday,1,2018-02-08
2018,02,09,1583,Friday,1,2018-02-09
2018,02,10,1584,Saturday,1,2018-02-10
2018,02,11,1585,Sunday,1,2018-02-11
2018,02,12,1586,Monday,1,2018-02-12
2018,02,13,1587,Tuesday,1,2018-02-13
2018,02,14,1588,Wednesday,1,2018-02-14
2018,02,15,1589,Thursday,1,2018-02-15
2018,02,16,1590,Friday,1,2018-02-16
2018,02,17,1591,Saturday,1,2018-02-17
2018,02,18,1592,Sunday,1,2018-02-18
2018,02,19,1593,Monday,1,2018-02-19
2018,02,20,1594,Tuesday,1,2018-02-20
2018,02,21,1595,Wednesday,1,2018-02-21
2018,02,22,1596,Thursday,1,2018-02-22
2018,02,23,1597,Friday,1,2018-02-23
2018,02,24,1598,Saturday,1,2018-02-24
2018,02,25,1599,Sunday,1,2018-02-25
2018,02,26,1600,Monday,1,2018-02-26
2018,02,27,1601,Tuesday,1,2018-02-27
2018,02,28,1602,Wednesday,1,2018-02-28
2018,03,01,1603,Thursday,1,2018-03-01
2018,03,02,1604,Friday,1,2018-03-02
2018,03,03,1605,Saturday,1,2018-03-03
2018,03,04,1606,Sunday,1,2018-03-04
2018,03,05,1607,Monday,1,2018-03-05
2018,03,06,1608,Tuesday,1,2018-03-06
2018,03,07,1609,Wednesday,1,2018-03-07
2018,03,08,1610,Thursday,1,2018-03-08
2018,03,09,1611,Friday,1,2018-03-09
2018,03,10,1612,Saturday,1,2018-03-10
2018,03,11,1613,Sunday,1,2018-03-11
2018,03,12,1614,Monday,1,2018-03-12
2018,03,13,1615,Tuesday,1,2018-03-13
2018,03,14,1616,Wednesday,1,2018-03-14
2018,03,15,1617,Thursday,1,2018-03-15
2018,03,16,1618,Friday,1,2018-03-16
2018,03,17,1619,Saturday,1,2018-03-17
2018,03,18,1620,Sunday,1,2018-03-18
2018,03,19,1621,Monday,1,2018-03-19
2018,03,20,1622,Tuesday,1,2018-03-20
2018,03,21,1623,Wednesday,1,2018-03-21
2018,03,22,1624,Thursday,1,2018-03-22
2018,03,23,1625,Friday,1,2018-03-23
2018,03,24,1626,Saturday,1,2018-03-24
2018,03,25,1627,Sunday,1,2018-03-25
2018,03,26,1628,Monday,1,2018-03-26
2018,03,27,1629,Tuesday,1,2018-03-27
2018,03,28,1630,Wednesday,1,2018-03-28
2018,03,29,1631,Thursday,1,2018-03-29
2018,03,30,1632,Friday,1,2018-03-30
2018,03,31,1633,Saturday,1,2018-03-31
